packagename,permission,text,label
com.gojauntly.app,Distance,"Distance [SEP] com.gojauntly.app 31142 Go Iqnt Go Jauntly Go Jauntly Privacy Policy [download pdf version] Privacy policy Go Jauntly is a limited liability company registered in England and Wales under registration number 10308088. Our principal place of business is at 54-58 Tanner St London; SEL 3PH, United Kingdom We are registered as a data controller with the UK Information Commissioner's Office: Our Data Protection Registration Number is ZA214058.31142 Go Iqnt Go Jauntly London; SEL 3PH, United Kingdom We are registered as a data controller with the UK Information Commissioner's Office. Our Data Protection Registration Number is ZA214058. We regularly review our compliance with our Privacy Policy: This update includes additional information regarding the new EU data protection laws, General Data Protection Regulation (GDPR) which is effective from May 25th, 2018. We are committed to safeguarding the privacy of our Website visitors and App Users. Please read this Privacy Policy carefully to understand how we treat your personal information and data. Please note any capitalised word herein denotes a defined term; which is as defined in our Terms of Use (please peruse the definition here): We e",YES
com.gojauntly.app,Exercise,"Exercise [SEP] com.gojauntly.app 31142 Go Iqnt Go Jauntly Go Jauntly Privacy Policy [download pdf version] Privacy policy Go Jauntly is a limited liability company registered in England and Wales under registration number 10308088. Our principal place of business is at 54-58 Tanner St London; SEL 3PH, United Kingdom We are registered as a data controller with the UK Information Commissioner's Office: Our Data Protection Registration Number is ZA214058.31142 Go Iqnt Go Jauntly London; SEL 3PH, United Kingdom We are registered as a data controller with the UK Information Commissioner's Office. Our Data Protection Registration Number is ZA214058. We regularly review our compliance with our Privacy Policy: This update includes additional information regarding the new EU data protection laws, General Data Protection Regulation (GDPR) which is effective from May 25th, 2018. We are committed to safeguarding the privacy of our Website visitors and App Users. Please read this Privacy Policy carefully to understand how we treat your personal information and data. Please note any capitalised word herein denotes a defined term; which is as defined in our Terms of Use (please peruse the definition here): We e",NO
com.gojauntly.app,Steps,"Steps [SEP] com.gojauntly.app 31142 Go Iqnt Go Jauntly Go Jauntly Privacy Policy [download pdf version] Privacy policy Go Jauntly is a limited liability company registered in England and Wales under registration number 10308088. Our principal place of business is at 54-58 Tanner St London; SEL 3PH, United Kingdom We are registered as a data controller with the UK Information Commissioner's Office: Our Data Protection Registration Number is ZA214058.31142 Go Iqnt Go Jauntly London; SEL 3PH, United Kingdom We are registered as a data controller with the UK Information Commissioner's Office. Our Data Protection Registration Number is ZA214058. We regularly review our compliance with our Privacy Policy: This update includes additional information regarding the new EU data protection laws, General Data Protection Regulation (GDPR) which is effective from May 25th, 2018. We are committed to safeguarding the privacy of our Website visitors and App Users. Please read this Privacy Policy carefully to understand how we treat your personal information and data. Please note any capitalised word herein denotes a defined term; which is as defined in our Terms of Use (please peruse the definition here): We e",YES
com.yc.gloryfit,Distance,"Distance [SEP] com.yc.gloryfit Privacy Policy GloryFit, an application made by Shenzhen Ultra Easy Technology Co., Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a spec",YES
com.yc.gloryfit,Blood pressure,"Blood pressure [SEP] com.yc.gloryfit Privacy Policy GloryFit, an application made by Shenzhen Ultra Easy Technology Co., Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a spec",NO
com.yc.gloryfit,Sleep,"Sleep [SEP] com.yc.gloryfit Privacy Policy GloryFit, an application made by Shenzhen Ultra Easy Technology Co., Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a spec",YES
com.yc.gloryfit,Heart rate,"Heart rate [SEP] com.yc.gloryfit Privacy Policy GloryFit, an application made by Shenzhen Ultra Easy Technology Co., Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a spec",YES
com.yc.gloryfit,Body temperature,"Body temperature [SEP] com.yc.gloryfit Privacy Policy GloryFit, an application made by Shenzhen Ultra Easy Technology Co., Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a spec",NO
com.yc.gloryfit,Oxygen saturation,"Oxygen saturation [SEP] com.yc.gloryfit Privacy Policy GloryFit, an application made by Shenzhen Ultra Easy Technology Co., Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a spec",NO
com.yc.gloryfit,Total calories burned,"Total calories burned [SEP] com.yc.gloryfit Privacy Policy GloryFit, an application made by Shenzhen Ultra Easy Technology Co., Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a spec",NO
com.yc.gloryfit,Steps,"Steps [SEP] com.yc.gloryfit Privacy Policy GloryFit, an application made by Shenzhen Ultra Easy Technology Co., Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a spec",YES
com.yc.imikilife,Distance,"Distance [SEP] com.yc.imikilife Privacy Policy IMIKI Life, an application made by Shenzhen Mihome Up Technology Co,Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a spec",YES
com.yc.imikilife,Blood pressure,"Blood pressure [SEP] com.yc.imikilife Privacy Policy IMIKI Life, an application made by Shenzhen Mihome Up Technology Co,Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a spec",NO
com.yc.imikilife,Sleep,"Sleep [SEP] com.yc.imikilife Privacy Policy IMIKI Life, an application made by Shenzhen Mihome Up Technology Co,Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a spec",YES
com.yc.imikilife,Heart rate,"Heart rate [SEP] com.yc.imikilife Privacy Policy IMIKI Life, an application made by Shenzhen Mihome Up Technology Co,Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a spec",YES
com.yc.imikilife,Body temperature,"Body temperature [SEP] com.yc.imikilife Privacy Policy IMIKI Life, an application made by Shenzhen Mihome Up Technology Co,Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a spec",NO
com.yc.imikilife,Oxygen saturation,"Oxygen saturation [SEP] com.yc.imikilife Privacy Policy IMIKI Life, an application made by Shenzhen Mihome Up Technology Co,Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a spec",NO
com.yc.imikilife,Total calories burned,"Total calories burned [SEP] com.yc.imikilife Privacy Policy IMIKI Life, an application made by Shenzhen Mihome Up Technology Co,Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a spec",NO
com.yc.imikilife,Steps,"Steps [SEP] com.yc.imikilife Privacy Policy IMIKI Life, an application made by Shenzhen Mihome Up Technology Co,Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a spec",YES
com.yc.gloryfitpro,Distance,"Distance [SEP] com.yc.gloryfitpro Privacy Policy GloryFitPro, an application made by Shenzhen Ultra Easy Technology Co., Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify ",YES
com.yc.gloryfitpro,Blood pressure,"Blood pressure [SEP] com.yc.gloryfitpro Privacy Policy GloryFitPro, an application made by Shenzhen Ultra Easy Technology Co., Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify ",NO
com.yc.gloryfitpro,Sleep,"Sleep [SEP] com.yc.gloryfitpro Privacy Policy GloryFitPro, an application made by Shenzhen Ultra Easy Technology Co., Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify ",YES
com.yc.gloryfitpro,Heart rate,"Heart rate [SEP] com.yc.gloryfitpro Privacy Policy GloryFitPro, an application made by Shenzhen Ultra Easy Technology Co., Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify ",YES
com.yc.gloryfitpro,Body temperature,"Body temperature [SEP] com.yc.gloryfitpro Privacy Policy GloryFitPro, an application made by Shenzhen Ultra Easy Technology Co., Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify ",NO
com.yc.gloryfitpro,Oxygen saturation,"Oxygen saturation [SEP] com.yc.gloryfitpro Privacy Policy GloryFitPro, an application made by Shenzhen Ultra Easy Technology Co., Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify ",NO
com.yc.gloryfitpro,Total calories burned,"Total calories burned [SEP] com.yc.gloryfitpro Privacy Policy GloryFitPro, an application made by Shenzhen Ultra Easy Technology Co., Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify ",NO
com.yc.gloryfitpro,Steps,"Steps [SEP] com.yc.gloryfitpro Privacy Policy GloryFitPro, an application made by Shenzhen Ultra Easy Technology Co., Ltd. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify ",YES
com.yc.kospetfit,Distance,"Distance [SEP] com.yc.kospetfit Privacy Policy KOSPET FIT, an application made by AMAZWEAR TECHNOLOGY INC . (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a specific individ",YES
com.yc.kospetfit,Blood pressure,"Blood pressure [SEP] com.yc.kospetfit Privacy Policy KOSPET FIT, an application made by AMAZWEAR TECHNOLOGY INC . (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a specific individ",NO
com.yc.kospetfit,Sleep,"Sleep [SEP] com.yc.kospetfit Privacy Policy KOSPET FIT, an application made by AMAZWEAR TECHNOLOGY INC . (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a specific individ",YES
com.yc.kospetfit,Heart rate,"Heart rate [SEP] com.yc.kospetfit Privacy Policy KOSPET FIT, an application made by AMAZWEAR TECHNOLOGY INC . (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a specific individ",YES
com.yc.kospetfit,Body temperature,"Body temperature [SEP] com.yc.kospetfit Privacy Policy KOSPET FIT, an application made by AMAZWEAR TECHNOLOGY INC . (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a specific individ",NO
com.yc.kospetfit,Oxygen saturation,"Oxygen saturation [SEP] com.yc.kospetfit Privacy Policy KOSPET FIT, an application made by AMAZWEAR TECHNOLOGY INC . (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a specific individ",NO
com.yc.kospetfit,Total calories burned,"Total calories burned [SEP] com.yc.kospetfit Privacy Policy KOSPET FIT, an application made by AMAZWEAR TECHNOLOGY INC . (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a specific individ",NO
com.yc.kospetfit,Steps,"Steps [SEP] com.yc.kospetfit Privacy Policy KOSPET FIT, an application made by AMAZWEAR TECHNOLOGY INC . (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a specific individ",YES
com.yc.fosmetfit,Distance,"Distance [SEP] com.yc.fosmetfit Privacy Policy FOSMET FIT, an application made by Shenzhen Deke Union E - Commerce Co.,Ltd.. (hereinafter referred to as “we”, “our” or “us”), provide you with exercise guidance and health services. We understand that privacy is important to you and we will do our best to protect your privacy. Please take a moment to familiarize yourself with our privacy practices and let us know if you have any questions. Our promise to you This Privacy Policy explains how we collect, use, disclose, process and protect the information that you provide to us when you use our products and services. If we ask you to provide certain information in order to verify your identity when using our products and services, we will use that information strictly in accordance with this Privacy Policy and our User Terms and Conditions. This Privacy Policy is designed with your needs in mind, and it is important that you fully understand of our personal information collection and usage practices, while ensuring that ultimately, you can control your personal information provided to us. Under this Privacy Policy, “personal information” refers to the information itself or the data that can identify a",YES
